"year","state","state_po","state_fips","state_cen","state_ic","county","FIPS","office","district","stage","special","candidate","party","writein","mode","candidatevotes","totalvotes","version"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Governor","statewide","gen",FALSE,"Chris Powell","libertarian",FALSE,"absentee mail",6,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Governor","statewide","gen",FALSE,"Kevin Stitt","republican",FALSE,"absentee mail",68,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Governor","statewide","gen",FALSE,"Drew Edmondson","democrat",FALSE,"absentee mail",54,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Lieutenant Governor","statewide","gen",FALSE,"Matt Pinnell","republican",FALSE,"absentee mail",77,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Lieutenant Governor","statewide","gen",FALSE,"Anastasia A. Pittman","democrat",FALSE,"absentee mail",47,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Lieutenant Governor","statewide","gen",FALSE,"Ivan Holmes","independent",FALSE,"absentee mail",5,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"State Auditor And Inspector","statewide","gen",FALSE,"John Yeutter","libertarian",FALSE,"absentee mail",27,1089164,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"State Auditor And Inspector","statewide","gen",FALSE,"Cindy Byrd","republican",FALSE,"absentee mail",91,1089164,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Attorney General","statewide","gen",FALSE,"Mike Hunter","republican",FALSE,"absentee mail",83,1172468,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Attorney General","statewide","gen",FALSE,"Mark Myles","democrat",FALSE,"absentee mail",48,1172468,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"State Treasurer","statewide","gen",FALSE,"Randy Mcdaniel","republican",FALSE,"absentee mail",87,1089182,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"State Treasurer","statewide","gen",FALSE,"Charles De Coune","independent",FALSE,"absentee mail",27,1089182,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Superintendent Of Public Instruction","statewide","gen",FALSE,"Joy Hofmeister","republican",FALSE,"absentee mail",71,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Superintendent Of Public Instruction","statewide","gen",FALSE,"John Cox","democrat",FALSE,"absentee mail",57,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Superintendent Of Public Instruction","statewide","gen",FALSE,"Larry Huff","independent",FALSE,"absentee mail",3,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Commissioner Of Labor","statewide","gen",FALSE,"Leslie Osborn","republican",FALSE,"absentee mail",75,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Commissioner Of Labor","statewide","gen",FALSE,"Fred Dorrell","democrat",FALSE,"absentee mail",50,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Commissioner Of Labor","statewide","gen",FALSE,"Brandt Dismukes","independent",FALSE,"absentee mail",6,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Insurance Commissioner","statewide","gen",FALSE,"Glen Mulready","republican",FALSE,"absentee mail",75,1162002,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Insurance Commissioner","statewide","gen",FALSE,"Kimberly Fobbs","democrat",FALSE,"absentee mail",55,1162002,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Corporation Commissioner","statewide","gen",FALSE,"Bob Anthony","republican",FALSE,"absentee mail",76,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Corporation Commissioner","statewide","gen",FALSE,"Ashley Nicole Mccray","democrat",FALSE,"absentee mail",47,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"Corporation Commissioner","statewide","gen",FALSE,"Jackie Short","independent",FALSE,"absentee mail",5,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"State Representative","District 86","gen",FALSE,"David Hardin","republican",FALSE,"absentee mail",79,9113,"20181203"
2018,"Oklahoma","OK",40,73,53,"Adair",40001,"State Representative","District 86","gen",FALSE,"Rhonda Cox","democrat",FALSE,"absentee mail",50,9113,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Governor","statewide","gen",FALSE,"Chris Powell","libertarian",FALSE,"absentee mail",1,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Governor","statewide","gen",FALSE,"Kevin Stitt","republican",FALSE,"absentee mail",41,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Governor","statewide","gen",FALSE,"Drew Edmondson","democrat",FALSE,"absentee mail",18,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Lieutenant Governor","statewide","gen",FALSE,"Matt Pinnell","republican",FALSE,"absentee mail",42,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Lieutenant Governor","statewide","gen",FALSE,"Anastasia A. Pittman","democrat",FALSE,"absentee mail",15,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Lieutenant Governor","statewide","gen",FALSE,"Ivan Holmes","independent",FALSE,"absentee mail",3,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"State Auditor And Inspector","statewide","gen",FALSE,"John Yeutter","libertarian",FALSE,"absentee mail",9,1089164,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"State Auditor And Inspector","statewide","gen",FALSE,"Cindy Byrd","republican",FALSE,"absentee mail",45,1089164,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Attorney General","statewide","gen",FALSE,"Mike Hunter","republican",FALSE,"absentee mail",44,1172468,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Attorney General","statewide","gen",FALSE,"Mark Myles","democrat",FALSE,"absentee mail",15,1172468,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"State Treasurer","statewide","gen",FALSE,"Randy Mcdaniel","republican",FALSE,"absentee mail",46,1089182,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"State Treasurer","statewide","gen",FALSE,"Charles De Coune","independent",FALSE,"absentee mail",10,1089182,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Superintendent Of Public Instruction","statewide","gen",FALSE,"Joy Hofmeister","republican",FALSE,"absentee mail",42,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Superintendent Of Public Instruction","statewide","gen",FALSE,"John Cox","democrat",FALSE,"absentee mail",12,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Superintendent Of Public Instruction","statewide","gen",FALSE,"Larry Huff","independent",FALSE,"absentee mail",6,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Commissioner Of Labor","statewide","gen",FALSE,"Leslie Osborn","republican",FALSE,"absentee mail",45,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Commissioner Of Labor","statewide","gen",FALSE,"Fred Dorrell","democrat",FALSE,"absentee mail",11,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Commissioner Of Labor","statewide","gen",FALSE,"Brandt Dismukes","independent",FALSE,"absentee mail",3,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Insurance Commissioner","statewide","gen",FALSE,"Glen Mulready","republican",FALSE,"absentee mail",45,1162002,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Insurance Commissioner","statewide","gen",FALSE,"Kimberly Fobbs","democrat",FALSE,"absentee mail",13,1162002,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Corporation Commissioner","statewide","gen",FALSE,"Bob Anthony","republican",FALSE,"absentee mail",40,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Corporation Commissioner","statewide","gen",FALSE,"Ashley Nicole Mccray","democrat",FALSE,"absentee mail",15,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Alfalfa",40003,"Corporation Commissioner","statewide","gen",FALSE,"Jackie Short","independent",FALSE,"absentee mail",5,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Governor","statewide","gen",FALSE,"Chris Powell","libertarian",FALSE,"absentee mail",4,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Governor","statewide","gen",FALSE,"Kevin Stitt","republican",FALSE,"absentee mail",62,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Governor","statewide","gen",FALSE,"Drew Edmondson","democrat",FALSE,"absentee mail",40,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Lieutenant Governor","statewide","gen",FALSE,"Matt Pinnell","republican",FALSE,"absentee mail",64,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Lieutenant Governor","statewide","gen",FALSE,"Anastasia A. Pittman","democrat",FALSE,"absentee mail",37,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Lieutenant Governor","statewide","gen",FALSE,"Ivan Holmes","independent",FALSE,"absentee mail",3,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"State Auditor And Inspector","statewide","gen",FALSE,"John Yeutter","libertarian",FALSE,"absentee mail",13,1089164,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"State Auditor And Inspector","statewide","gen",FALSE,"Cindy Byrd","republican",FALSE,"absentee mail",75,1089164,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Attorney General","statewide","gen",FALSE,"Mike Hunter","republican",FALSE,"absentee mail",64,1172468,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Attorney General","statewide","gen",FALSE,"Mark Myles","democrat",FALSE,"absentee mail",36,1172468,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"State Treasurer","statewide","gen",FALSE,"Randy Mcdaniel","republican",FALSE,"absentee mail",72,1089182,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"State Treasurer","statewide","gen",FALSE,"Charles De Coune","independent",FALSE,"absentee mail",20,1089182,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Superintendent Of Public Instruction","statewide","gen",FALSE,"Joy Hofmeister","republican",FALSE,"absentee mail",62,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Superintendent Of Public Instruction","statewide","gen",FALSE,"John Cox","democrat",FALSE,"absentee mail",37,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Superintendent Of Public Instruction","statewide","gen",FALSE,"Larry Huff","independent",FALSE,"absentee mail",1,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Commissioner Of Labor","statewide","gen",FALSE,"Leslie Osborn","republican",FALSE,"absentee mail",65,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Commissioner Of Labor","statewide","gen",FALSE,"Fred Dorrell","democrat",FALSE,"absentee mail",32,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Commissioner Of Labor","statewide","gen",FALSE,"Brandt Dismukes","independent",FALSE,"absentee mail",1,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Insurance Commissioner","statewide","gen",FALSE,"Glen Mulready","republican",FALSE,"absentee mail",65,1162002,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Insurance Commissioner","statewide","gen",FALSE,"Kimberly Fobbs","democrat",FALSE,"absentee mail",34,1162002,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Corporation Commissioner","statewide","gen",FALSE,"Bob Anthony","republican",FALSE,"absentee mail",64,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Corporation Commissioner","statewide","gen",FALSE,"Ashley Nicole Mccray","democrat",FALSE,"absentee mail",34,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"Corporation Commissioner","statewide","gen",FALSE,"Jackie Short","independent",FALSE,"absentee mail",1,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"State Senator","District 6","gen",FALSE,"David Bullard","republican",FALSE,"absentee mail",59,21840,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"State Senator","District 6","gen",FALSE,"Arnold Bourne","democrat",FALSE,"absentee mail",29,21840,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"State Representative","District 19","gen",FALSE,"Justin J.j. Humphrey","republican",FALSE,"absentee mail",18,10231,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"State Representative","District 19","gen",FALSE,"Lewis Collins","democrat",FALSE,"absentee mail",4,10231,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"State Representative","District 22","gen",FALSE,"Charles Mccall","republican",FALSE,"absentee mail",59,10960,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"State Representative","District 22","gen",FALSE,"Wayne Eidson","democrat",FALSE,"absentee mail",23,10960,"20181203"
2018,"Oklahoma","OK",40,73,53,"Atoka",40005,"State Representative","District 22","gen",FALSE,"Renae Ward","independent",FALSE,"absentee mail",1,10960,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Governor","statewide","gen",FALSE,"Chris Powell","libertarian",FALSE,"absentee mail",2,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Governor","statewide","gen",FALSE,"Kevin Stitt","republican",FALSE,"absentee mail",82,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Governor","statewide","gen",FALSE,"Drew Edmondson","democrat",FALSE,"absentee mail",12,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Lieutenant Governor","statewide","gen",FALSE,"Matt Pinnell","republican",FALSE,"absentee mail",84,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Lieutenant Governor","statewide","gen",FALSE,"Anastasia A. Pittman","democrat",FALSE,"absentee mail",10,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Lieutenant Governor","statewide","gen",FALSE,"Ivan Holmes","independent",FALSE,"absentee mail",1,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"State Auditor And Inspector","statewide","gen",FALSE,"John Yeutter","libertarian",FALSE,"absentee mail",7,1089164,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"State Auditor And Inspector","statewide","gen",FALSE,"Cindy Byrd","republican",FALSE,"absentee mail",82,1089164,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Attorney General","statewide","gen",FALSE,"Mike Hunter","republican",FALSE,"absentee mail",81,1172468,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Attorney General","statewide","gen",FALSE,"Mark Myles","democrat",FALSE,"absentee mail",11,1172468,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"State Treasurer","statewide","gen",FALSE,"Randy Mcdaniel","republican",FALSE,"absentee mail",87,1089182,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"State Treasurer","statewide","gen",FALSE,"Charles De Coune","independent",FALSE,"absentee mail",4,1089182,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Superintendent Of Public Instruction","statewide","gen",FALSE,"Joy Hofmeister","republican",FALSE,"absentee mail",73,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Superintendent Of Public Instruction","statewide","gen",FALSE,"John Cox","democrat",FALSE,"absentee mail",16,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Superintendent Of Public Instruction","statewide","gen",FALSE,"Larry Huff","independent",FALSE,"absentee mail",4,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Commissioner Of Labor","statewide","gen",FALSE,"Leslie Osborn","republican",FALSE,"absentee mail",82,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Commissioner Of Labor","statewide","gen",FALSE,"Fred Dorrell","democrat",FALSE,"absentee mail",10,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Commissioner Of Labor","statewide","gen",FALSE,"Brandt Dismukes","independent",FALSE,"absentee mail",1,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Insurance Commissioner","statewide","gen",FALSE,"Glen Mulready","republican",FALSE,"absentee mail",79,1162002,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Insurance Commissioner","statewide","gen",FALSE,"Kimberly Fobbs","democrat",FALSE,"absentee mail",14,1162002,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Corporation Commissioner","statewide","gen",FALSE,"Bob Anthony","republican",FALSE,"absentee mail",79,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Corporation Commissioner","statewide","gen",FALSE,"Ashley Nicole Mccray","democrat",FALSE,"absentee mail",13,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"Corporation Commissioner","statewide","gen",FALSE,"Jackie Short","independent",FALSE,"absentee mail",2,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"State Representative","District 61","gen",FALSE,"Kenton Patzkowsky","republican",FALSE,"absentee mail",70,9500,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beaver",40007,"State Representative","District 61","gen",FALSE,"Ashley Lehnert","democrat",FALSE,"absentee mail",26,9500,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Governor","statewide","gen",FALSE,"Chris Powell","libertarian",FALSE,"absentee mail",2,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Governor","statewide","gen",FALSE,"Kevin Stitt","republican",FALSE,"absentee mail",136,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Governor","statewide","gen",FALSE,"Drew Edmondson","democrat",FALSE,"absentee mail",62,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Lieutenant Governor","statewide","gen",FALSE,"Matt Pinnell","republican",FALSE,"absentee mail",149,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Lieutenant Governor","statewide","gen",FALSE,"Anastasia A. Pittman","democrat",FALSE,"absentee mail",41,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Lieutenant Governor","statewide","gen",FALSE,"Ivan Holmes","independent",FALSE,"absentee mail",9,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"State Auditor And Inspector","statewide","gen",FALSE,"John Yeutter","libertarian",FALSE,"absentee mail",23,1089164,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"State Auditor And Inspector","statewide","gen",FALSE,"Cindy Byrd","republican",FALSE,"absentee mail",167,1089164,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Attorney General","statewide","gen",FALSE,"Mike Hunter","republican",FALSE,"absentee mail",153,1172468,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Attorney General","statewide","gen",FALSE,"Mark Myles","democrat",FALSE,"absentee mail",46,1172468,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"State Treasurer","statewide","gen",FALSE,"Randy Mcdaniel","republican",FALSE,"absentee mail",159,1089182,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"State Treasurer","statewide","gen",FALSE,"Charles De Coune","independent",FALSE,"absentee mail",31,1089182,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Superintendent Of Public Instruction","statewide","gen",FALSE,"Joy Hofmeister","republican",FALSE,"absentee mail",148,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Superintendent Of Public Instruction","statewide","gen",FALSE,"John Cox","democrat",FALSE,"absentee mail",43,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Superintendent Of Public Instruction","statewide","gen",FALSE,"Larry Huff","independent",FALSE,"absentee mail",11,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Commissioner Of Labor","statewide","gen",FALSE,"Leslie Osborn","republican",FALSE,"absentee mail",152,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Commissioner Of Labor","statewide","gen",FALSE,"Fred Dorrell","democrat",FALSE,"absentee mail",42,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Commissioner Of Labor","statewide","gen",FALSE,"Brandt Dismukes","independent",FALSE,"absentee mail",5,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Insurance Commissioner","statewide","gen",FALSE,"Glen Mulready","republican",FALSE,"absentee mail",147,1162002,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Insurance Commissioner","statewide","gen",FALSE,"Kimberly Fobbs","democrat",FALSE,"absentee mail",54,1162002,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Corporation Commissioner","statewide","gen",FALSE,"Bob Anthony","republican",FALSE,"absentee mail",141,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Corporation Commissioner","statewide","gen",FALSE,"Ashley Nicole Mccray","democrat",FALSE,"absentee mail",47,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"Corporation Commissioner","statewide","gen",FALSE,"Jackie Short","independent",FALSE,"absentee mail",14,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"State Representative","District 55","gen",FALSE,"Todd Russ","republican",FALSE,"absentee mail",79,10804,"20181203"
2018,"Oklahoma","OK",40,73,53,"Beckham",40009,"State Representative","District 55","gen",FALSE,"Dennis Dugger","democrat",FALSE,"absentee mail",52,10804,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Governor","statewide","gen",FALSE,"Chris Powell","libertarian",FALSE,"absentee mail",4,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Governor","statewide","gen",FALSE,"Kevin Stitt","republican",FALSE,"absentee mail",71,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Governor","statewide","gen",FALSE,"Drew Edmondson","democrat",FALSE,"absentee mail",43,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Lieutenant Governor","statewide","gen",FALSE,"Matt Pinnell","republican",FALSE,"absentee mail",84,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Lieutenant Governor","statewide","gen",FALSE,"Anastasia A. Pittman","democrat",FALSE,"absentee mail",28,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Lieutenant Governor","statewide","gen",FALSE,"Ivan Holmes","independent",FALSE,"absentee mail",6,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"State Auditor And Inspector","statewide","gen",FALSE,"John Yeutter","libertarian",FALSE,"absentee mail",16,1089164,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"State Auditor And Inspector","statewide","gen",FALSE,"Cindy Byrd","republican",FALSE,"absentee mail",93,1089164,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Attorney General","statewide","gen",FALSE,"Mike Hunter","republican",FALSE,"absentee mail",87,1172468,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Attorney General","statewide","gen",FALSE,"Mark Myles","democrat",FALSE,"absentee mail",30,1172468,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"State Treasurer","statewide","gen",FALSE,"Randy Mcdaniel","republican",FALSE,"absentee mail",95,1089182,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"State Treasurer","statewide","gen",FALSE,"Charles De Coune","independent",FALSE,"absentee mail",17,1089182,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Superintendent Of Public Instruction","statewide","gen",FALSE,"Joy Hofmeister","republican",FALSE,"absentee mail",80,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Superintendent Of Public Instruction","statewide","gen",FALSE,"John Cox","democrat",FALSE,"absentee mail",27,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Superintendent Of Public Instruction","statewide","gen",FALSE,"Larry Huff","independent",FALSE,"absentee mail",8,1174879,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Commissioner Of Labor","statewide","gen",FALSE,"Leslie Osborn","republican",FALSE,"absentee mail",93,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Commissioner Of Labor","statewide","gen",FALSE,"Fred Dorrell","democrat",FALSE,"absentee mail",21,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Commissioner Of Labor","statewide","gen",FALSE,"Brandt Dismukes","independent",FALSE,"absentee mail",4,1162837,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Insurance Commissioner","statewide","gen",FALSE,"Glen Mulready","republican",FALSE,"absentee mail",84,1162002,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Insurance Commissioner","statewide","gen",FALSE,"Kimberly Fobbs","democrat",FALSE,"absentee mail",32,1162002,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Corporation Commissioner","statewide","gen",FALSE,"Bob Anthony","republican",FALSE,"absentee mail",87,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Corporation Commissioner","statewide","gen",FALSE,"Ashley Nicole Mccray","democrat",FALSE,"absentee mail",26,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Blaine",40011,"Corporation Commissioner","statewide","gen",FALSE,"Jackie Short","independent",FALSE,"absentee mail",4,1168195,"20181203"
2018,"Oklahoma","OK",40,73,53,"Bryan",40013,"Governor","statewide","gen",FALSE,"Chris Powell","libertarian",FALSE,"absentee mail",7,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Bryan",40013,"Governor","statewide","gen",FALSE,"Kevin Stitt","republican",FALSE,"absentee mail",184,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Bryan",40013,"Governor","statewide","gen",FALSE,"Drew Edmondson","democrat",FALSE,"absentee mail",156,1186385,"20181203"
2018,"Oklahoma","OK",40,73,53,"Bryan",40013,"Lieutenant Governor","statewide","gen",FALSE,"Matt Pinnell","republican",FALSE,"absentee mail",192,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Bryan",40013,"Lieutenant Governor","statewide","gen",FALSE,"Anastasia A. Pittman","democrat",FALSE,"absentee mail",142,1178190,"20181203"
2018,"Oklahoma","OK",40,73,53,"Bryan",40013,"Lieutenant Governor","statewide","gen",FALSE,"Ivan Holmes","independent",FALSE,"absentee mail",9,1178190,"20181203"
