"year","state","state_po","state_fips","state_cen","state_ic","office","district","stage","special","candidate","party","writein","mode","candidatevotes","totalvotes","unofficial","version"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 1","gen",FALSE,"Earl L. """"Buddy"""" Carter","republican",FALSE,"total",144741,250683,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 1","gen",FALSE,"Lisa M. Ring","democrat",FALSE,"total",105942,250683,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 2","gen",FALSE,"Herman West Jr","republican",FALSE,"total",92472,229171,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 2","gen",FALSE,"Sanford Bishop","democrat",FALSE,"total",136699,229171,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 3","gen",FALSE,"Drew Ferguson","republican",FALSE,"total",191996,293006,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 3","gen",FALSE,"Chuck Enderlin","democrat",FALSE,"total",101010,293006,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 4","gen",FALSE,"Joe Profit","republican",FALSE,"total",61092,288809,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 4","gen",FALSE,"Henry C """"Hank"""" Johnson Jr","democrat",FALSE,"total",227717,288809,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 5","gen",FALSE,"John R. Lewis","democrat",FALSE,"total",275406,275406,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 6","gen",FALSE,"Karen Handel","republican",FALSE,"total",156875,317032,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 6","gen",FALSE,"Lucy McBath","democrat",FALSE,"total",160139,317032,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 7","gen",FALSE,"Rob Woodall","republican",FALSE,"total",140430,280441,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 7","gen",FALSE,"Carolyn Bourdeaux","democrat",FALSE,"total",140011,280441,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 8","gen",FALSE,"Austin Scott","republican",FALSE,"total",198152,198716,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 9","gen",FALSE,"Doug Collins","republican",FALSE,"total",224661,282578,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 9","gen",FALSE,"Josh McCall","democrat",FALSE,"total",57912,282578,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 10","gen",FALSE,"Jody Hice","republican",FALSE,"total",190396,302735,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 10","gen",FALSE,"Tabitha A. Johnson-Green","democrat",FALSE,"total",112339,302735,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 11","gen",FALSE,"Barry Loudermilk","republican",FALSE,"total",191887,310540,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 11","gen",FALSE,"Flynn D. Broady Jr","democrat",FALSE,"total",118653,310540,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 12","gen",FALSE,"Rick W. Allen","republican",FALSE,"total",148986,250492,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 12","gen",FALSE,"Francys Johnson","democrat",FALSE,"total",101503,250492,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 13","gen",FALSE,"David Callahan","republican",FALSE,"total",69760,293010,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 13","gen",FALSE,"David Scott","democrat",FALSE,"total",223157,293010,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 14","gen",FALSE,"Tom Graves","republican",FALSE,"total",175743,229724,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 14","gen",FALSE,"Steven Lamar Foster","democrat",FALSE,"total",53981,229724,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 6","gen",FALSE,NA,NA,TRUE,"total",18,317032,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 8","gen",FALSE,NA,NA,TRUE,"total",564,198716,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 9","gen",FALSE,NA,NA,TRUE,"total",5,282578,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 12","gen",FALSE,NA,NA,TRUE,"total",3,250492,FALSE,"20190131"
2018,"Georgia","GA",13,58,44,"U.S. Representative","District 13","gen",FALSE,NA,NA,TRUE,"total",93,293010,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 1","gen",FALSE,"Jennifer M. Zimmerman","democrat",FALSE,"total",106199,644776,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 1","gen",FALSE,"Matt Gaetz","republican",FALSE,"total",216189,644776,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 11","gen",FALSE,"Dana Cottrell","democrat",FALSE,"total",128053,735012,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 11","gen",FALSE,"Daniel Webster","republican",FALSE,"total",239395,735012,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 11","gen",FALSE,NA,NA,TRUE,"total",58,735012,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 12","gen",FALSE,"Angelika Purkis","no party affiliation",FALSE,"total",7510,669836,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 12","gen",FALSE,"Chris Hunter","democrat",FALSE,"total",132844,669836,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 12","gen",FALSE,"Gus Michael Bilirakis","republican",FALSE,"total",194564,669836,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 13","gen",FALSE,"Charlie Crist","democrat",FALSE,"total",182717,633942,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 13","gen",FALSE,"George Buck","republican",FALSE,"total",134254,633942,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 15","gen",FALSE,"Kristen Carlson","democrat",FALSE,"total",134132,571064,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 15","gen",FALSE,"Ross Spano","republican",FALSE,"total",151380,571064,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 15","gen",FALSE,NA,NA,TRUE,"total",20,571064,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 16","gen",FALSE,"David Shapiro","democrat",FALSE,"total",164463,723892,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 16","gen",FALSE,"Vern Buchanan","republican",FALSE,"total",197483,723892,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 17","gen",FALSE,"Allen Ellison","democrat",FALSE,"total",117194,621040,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 17","gen",FALSE,"Greg Steube","republican",FALSE,"total",193326,621040,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 18","gen",FALSE,"Brian Mast","republican",FALSE,"total",185905,684718,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 18","gen",FALSE,"Lauren Baer","democrat",FALSE,"total",156454,684718,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 19","gen",FALSE,"David Holden","democrat",FALSE,"total",128106,679214,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 19","gen",FALSE,"Francis Rooney","republican",FALSE,"total",211465,679214,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 19","gen",FALSE,NA,NA,TRUE,"total",36,679214,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 2","gen",FALSE,"Bob Rackleff","democrat",FALSE,"total",96233,591136,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 2","gen",FALSE,"Neal Dunn","republican",FALSE,"total",199335,591136,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 20","gen",FALSE,"Alcee L. Hastings","democrat",FALSE,"total",202659,405648,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 20","gen",FALSE,NA,NA,TRUE,"total",165,405648,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 22","gen",FALSE,"Nicolas Kimaz","republican",FALSE,"total",113049,595366,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 22","gen",FALSE,"Ted Deutch","democrat",FALSE,"total",184634,595366,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 23","gen",FALSE,"Debbie Wasserman Schultz","democrat",FALSE,"total",161611,552732,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 23","gen",FALSE,"Don Endriss","no party affiliation",FALSE,"total",1612,552732,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 23","gen",FALSE,"Joseph 'Joe' Kaufman","republican",FALSE,"total",99446,552732,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 23","gen",FALSE,"Timothy A. 'Tim' Canova","no party affiliation",FALSE,"total",13697,552732,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 25","gen",FALSE,"Mario Diaz-Balart","republican",FALSE,"total",128672,425690,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 25","gen",FALSE,"Mary Barzee Flores","democrat",FALSE,"total",84173,425690,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 26","gen",FALSE,"Carlos Curbelo","republican",FALSE,"total",115678,470950,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 26","gen",FALSE,"Debbie Mucarsel-Powell","democrat",FALSE,"total",119797,470950,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 27","gen",FALSE,"Donna Shalala","democrat",FALSE,"total",130743,505172,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 27","gen",FALSE,"Maria Elvira Salazar","republican",FALSE,"total",115588,505172,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 27","gen",FALSE,"Mayra Joli","no party affiliation",FALSE,"total",6255,505172,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 3","gen",FALSE,"Ted Yoho","republican",FALSE,"total",176616,612992,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 3","gen",FALSE,"Yvonne Hayes Hinson","democrat",FALSE,"total",129880,612992,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 4","gen",FALSE,"George 'Ges' Selmont","democrat",FALSE,"total",123351,762498,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 4","gen",FALSE,"Jason Michael Bulger","no party affiliation",FALSE,"total",2321,762498,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 4","gen",FALSE,"Joceline Berrios","no party affiliation",FALSE,"total",7155,762498,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 4","gen",FALSE,"John H. Rutherford","republican",FALSE,"total",248420,762498,FALSE,"20190131"
2018,"Florida","FL",12,59,43,"U.S. Representative","District 4","gen",FALSE,NA,NA,TRUE,"total",2,762498,FALSE,"20190131"
