"year","state","state_po","state_fips","state_cen","state_ic","office","district","stage","special","candidate","party","writein","mode","candidatevotes","totalvotes","unofficial","version"
2018,"New York","NY",36,21,13,"U.S. Representative","District 3","gen",FALSE,"Dan P. DeBono","republican",FALSE,"total",98716,267062,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 3","gen",FALSE,"Dan P. DeBono","conservative",FALSE,"total",10798,267062,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 3","gen",FALSE,"Thomas R. Suozzi","working families",FALSE,"total",2838,267062,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 3","gen",FALSE,"Thomas R. Suozzi","independence",FALSE,"total",2962,267062,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 3","gen",FALSE,"Thomas R. Suozzi","women's equality",FALSE,"total",1376,267062,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 3","gen",FALSE,"Thomas R. Suozzi","reform",FALSE,"total",343,267062,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 3","gen",FALSE,NA,NA,TRUE,"total",92,267062,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 4","gen",FALSE,"Kathleen M. Rice","democrat",FALSE,"total",156728,260206,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 4","gen",FALSE,"Ameer N. Benno","republican",FALSE,"total",90306,260206,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 4","gen",FALSE,"Ameer N. Benno","conservative",FALSE,"total",9709,260206,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 4","gen",FALSE,"Kathleen M. Rice","women's equality",FALSE,"total",2807,260206,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 4","gen",FALSE,"Ameer N. Benno","reform",FALSE,"total",556,260206,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 4","gen",FALSE,NA,NA,TRUE,"total",100,260206,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 5","gen",FALSE,"Gregory W. Meeks","democrat",FALSE,"total",160500,161471,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 5","gen",FALSE,NA,NA,TRUE,"total",971,161471,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 6","gen",FALSE,"Grace Meng","democrat",FALSE,"total",104293,123421,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 6","gen",FALSE,"Thomas J. Hillgardner","green",FALSE,"total",11209,123421,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 6","gen",FALSE,"Grace Meng","working families",FALSE,"total",6429,123421,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 6","gen",FALSE,"Grace Meng","reform",FALSE,"total",924,123421,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 6","gen",FALSE,NA,NA,TRUE,"total",566,123421,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 7","gen",FALSE,"Nydia M. Velazquez","democrat",FALSE,"total",134125,157302,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 7","gen",FALSE,"Joseph Lieberman","conservative",FALSE,"total",8670,157302,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 7","gen",FALSE,"Nydia M. Velazquez","working families",FALSE,"total",12562,157302,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 7","gen",FALSE,"Jeffrey M. Kurzon","reform",FALSE,"total",1740,157302,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 7","gen",FALSE,NA,NA,TRUE,"total",205,157302,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 8","gen",FALSE,"Hakeem S. Jeffries","democrat",FALSE,"total",170850,191567,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 8","gen",FALSE,"Ernest C. Johnson","conservative",FALSE,"total",9997,191567,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 8","gen",FALSE,"Hakeem S. Jeffries","working families",FALSE,"total",9526,191567,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 8","gen",FALSE,"Jessica L. White","reform",FALSE,"total",1031,191567,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 8","gen",FALSE,NA,NA,TRUE,"total",163,191567,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 9","gen",FALSE,"Yvette D. Clarke","democrat",FALSE,"total",167269,203423,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 9","gen",FALSE,"Lutchi Gayot","republican",FALSE,"total",18702,203423,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 9","gen",FALSE,"Lutchi Gayot","conservative",FALSE,"total",2199,203423,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 9","gen",FALSE,"Yvette D. Clarke","working families",FALSE,"total",14186,203423,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 9","gen",FALSE,"Joel Anabilah-Azumah","reform",FALSE,"total",779,203423,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 9","gen",FALSE,NA,NA,TRUE,"total",288,203423,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 10","gen",FALSE,"Jerrold L. Nadler","democrat",FALSE,"total",162131,210958,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 10","gen",FALSE,"Naomi Levin","republican",FALSE,"total",33692,210958,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 10","gen",FALSE,"Naomi Levin","conservative",FALSE,"total",3259,210958,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 10","gen",FALSE,"Jerrold L. Nadler","working families",FALSE,"total",10964,210958,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 10","gen",FALSE,"Naomi Levin","reform",FALSE,"total",668,210958,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 10","gen",FALSE,NA,NA,TRUE,"total",244,210958,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 11","gen",FALSE,"Max N. Rose","democrat",FALSE,"total",96850,192173,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 11","gen",FALSE,"Dan Donovan","republican",FALSE,"total",80440,192173,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 11","gen",FALSE,"Dan Donovan","conservative",FALSE,"total",7352,192173,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 11","gen",FALSE,"Henry J. Bardel","green",FALSE,"total",774,192173,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 11","gen",FALSE,"Max N. Rose","working families",FALSE,"total",3894,192173,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 11","gen",FALSE,"Dan Donovan","independence",FALSE,"total",1302,192173,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 11","gen",FALSE,"Max N. Rose","women's equality",FALSE,"total",1079,192173,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 11","gen",FALSE,"Dan Donovan","reform",FALSE,"total",347,192173,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 11","gen",FALSE,NA,NA,TRUE,"total",135,192173,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 12","gen",FALSE,"Carolyn B. Maloney","democrat",FALSE,"total",205858,251877,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 12","gen",FALSE,"Eliot Rabin","republican",FALSE,"total",30446,251877,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 12","gen",FALSE,"Scott Hutchins","green",FALSE,"total",3728,251877,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 12","gen",FALSE,"Carolyn B. Maloney","working families",FALSE,"total",10972,251877,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 12","gen",FALSE,"Carolyn B. Maloney","reform",FALSE,"total",600,251877,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 12","gen",FALSE,NA,NA,TRUE,"total",273,251877,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 13","gen",FALSE,"Adriano Espaillat","democrat",FALSE,"total",171341,190688,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 13","gen",FALSE,"Jineea Butler","republican",FALSE,"total",9535,190688,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 13","gen",FALSE,"Adriano Espaillat","working families",FALSE,"total",8694,190688,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 13","gen",FALSE,"Jineea Butler","reform",FALSE,"total",733,190688,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 13","gen",FALSE,NA,NA,TRUE,"total",385,190688,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 14","gen",FALSE,"Alexandria Ocasio-Cortez","democrat",FALSE,"total",110318,141204,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 14","gen",FALSE,"Anthony Pappas","republican",FALSE,"total",19202,141204,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 14","gen",FALSE,"Elizabeth Perri","conservative",FALSE,"total",2254,141204,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 14","gen",FALSE,"Joseph Crowley","working families",FALSE,"total",8075,141204,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 14","gen",FALSE,"Joseph Crowley","women's equality",FALSE,"total",1273,141204,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 14","gen",FALSE,NA,NA,TRUE,"total",82,141204,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 15","gen",FALSE,"Jose E. Serrano","democrat",FALSE,"total",122007,129751,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 15","gen",FALSE,"Jason D. Gonzalez","republican",FALSE,"total",4566,129751,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 15","gen",FALSE,"Jason D. Gonzalez","conservative",FALSE,"total",639,129751,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 15","gen",FALSE,"Jose E. Serrano","working families",FALSE,"total",2462,129751,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 15","gen",FALSE,NA,NA,TRUE,"total",77,129751,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 16","gen",FALSE,"Eliot L. Engel","democrat",FALSE,"total",172815,183356,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 16","gen",FALSE,"Eliot L. Engel","working families",FALSE,"total",6755,183356,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 16","gen",FALSE,"Eliot L. Engel","women's equality",FALSE,"total",2474,183356,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 16","gen",FALSE,NA,NA,TRUE,"total",1312,183356,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 17","gen",FALSE,"Nita M. Lowey","democrat",FALSE,"total",159923,193841,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 17","gen",FALSE,"Nita M. Lowey","working families",FALSE,"total",7336,193841,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 17","gen",FALSE,"Nita M. Lowey","women's equality",FALSE,"total",2909,193841,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 17","gen",FALSE,"Joseph J. Ciardullo","reform",FALSE,"total",23150,193841,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 17","gen",FALSE,NA,NA,TRUE,"total",523,193841,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 18","gen",FALSE,"Sean Patrick Maloney","democrat",FALSE,"total",126368,251690,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 18","gen",FALSE,"James O'Donnell","republican",FALSE,"total",96345,251690,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 18","gen",FALSE,"James O'Donnell","conservative",FALSE,"total",14484,251690,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 18","gen",FALSE,"Sean Patrick Maloney","working families",FALSE,"total",3929,251690,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 18","gen",FALSE,"Sean Patrick Maloney","independence",FALSE,"total",7726,251690,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 18","gen",FALSE,"Sean Patrick Maloney","women's equality",FALSE,"total",1541,251690,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 18","gen",FALSE,"James O'Donnell","reform",FALSE,"total",1206,251690,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 18","gen",FALSE,NA,NA,TRUE,"total",91,251690,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 19","gen",FALSE,"Antonio Delgado","democrat",FALSE,"total",135582,287986,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 19","gen",FALSE,"John J. Faso","republican",FALSE,"total",112304,287986,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 19","gen",FALSE,"John J. Faso","conservative",FALSE,"total",16906,287986,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 19","gen",FALSE,"Steven Greenfield","green",FALSE,"total",4313,287986,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 19","gen",FALSE,"Antonio Delgado","working families",FALSE,"total",9237,287986,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 19","gen",FALSE,"John J. Faso","independence",FALSE,"total",3009,287986,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 19","gen",FALSE,"Antonio Delgado","women's equality",FALSE,"total",3054,287986,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 19","gen",FALSE,"John J. Faso","reform",FALSE,"total",654,287986,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 19","gen",FALSE,"Diane Neal","independent",FALSE,"total",2835,287986,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 19","gen",FALSE,NA,NA,TRUE,"total",92,287986,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 20","gen",FALSE,"Paul D. Tonko","democrat",FALSE,"total",161330,266014,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 20","gen",FALSE,"Joe Vitollo","republican",FALSE,"total",89058,266014,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 20","gen",FALSE,"Paul D. Tonko","working families",FALSE,"total",10129,266014,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 20","gen",FALSE,"Paul D. Tonko","women's equality",FALSE,"total",3712,266014,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 20","gen",FALSE,"Paul D. Tonko","reform",FALSE,"total",1640,266014,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 20","gen",FALSE,NA,NA,TRUE,"total",145,266014,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 21","gen",FALSE,"Tedra L. Cobb","democrat",FALSE,"total",93394,235267,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 21","gen",FALSE,"Elise M. Stefanik","republican",FALSE,"total",116433,235267,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 21","gen",FALSE,"Elise M. Stefanik","conservative",FALSE,"total",11398,235267,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 21","gen",FALSE,"Lynn Kahn","green",FALSE,"total",3437,235267,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 21","gen",FALSE,"Tedra L. Cobb","working families",FALSE,"total",4425,235267,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 21","gen",FALSE,"Elise M. Stefanik","independence",FALSE,"total",3369,235267,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 21","gen",FALSE,"Tedra L. Cobb","women's equality",FALSE,"total",1972,235267,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 21","gen",FALSE,"Elise M. Stefanik","reform",FALSE,"total",781,235267,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 21","gen",FALSE,NA,NA,TRUE,"total",58,235267,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 22","gen",FALSE,"Anthony J. Brindisi","democrat",FALSE,"total",116001,251212,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 22","gen",FALSE,"Claudia Tenney","republican",FALSE,"total",110125,251212,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 22","gen",FALSE,"Claudia Tenney","conservative",FALSE,"total",12061,251212,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 22","gen",FALSE,"Anthony J. Brindisi","working families",FALSE,"total",4651,251212,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 22","gen",FALSE,"Anthony J. Brindisi","independence",FALSE,"total",5673,251212,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 22","gen",FALSE,"Anthony J. Brindisi","women's equality",FALSE,"total",1390,251212,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 22","gen",FALSE,"Claudia Tenney","reform",FALSE,"total",1056,251212,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 22","gen",FALSE,NA,NA,TRUE,"total",255,251212,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 23","gen",FALSE,"Tracy Mitrano","democrat",FALSE,"total",100914,240374,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 23","gen",FALSE,"Thomas W. Reed, II","republican",FALSE,"total",114722,240374,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 23","gen",FALSE,"Thomas W. Reed, II","conservative",FALSE,"total",12274,240374,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 23","gen",FALSE,"Tracy Mitrano","working families",FALSE,"total",6464,240374,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 23","gen",FALSE,"Thomas W. Reed, II","independence",FALSE,"total",3327,240374,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 23","gen",FALSE,"Tracy Mitrano","women's equality",FALSE,"total",2554,240374,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 23","gen",FALSE,NA,NA,TRUE,"total",119,240374,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 24","gen",FALSE,"Dana Balter","democrat",FALSE,"total",115902,260477,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 24","gen",FALSE,"John M. Katko","republican",FALSE,"total",113538,260477,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 24","gen",FALSE,"John M. Katko","conservative",FALSE,"total",16972,260477,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 24","gen",FALSE,"Dana Balter","working families",FALSE,"total",4784,260477,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 24","gen",FALSE,"John M. Katko","independence",FALSE,"total",5454,260477,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 24","gen",FALSE,"Dana Balter","women's equality",FALSE,"total",2540,260477,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 24","gen",FALSE,"John M. Katko","reform",FALSE,"total",956,260477,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 24","gen",FALSE,NA,NA,TRUE,"total",331,260477,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 25","gen",FALSE,"Joseph D. Morelle","democrat",FALSE,"total",147979,270120,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 25","gen",FALSE,"Jim Maxwell","republican",FALSE,"total",91342,270120,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 25","gen",FALSE,"Jim Maxwell","conservative",FALSE,"total",17781,270120,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 25","gen",FALSE,"Joseph D. Morelle","working families",FALSE,"total",4575,270120,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 25","gen",FALSE,"Joseph D. Morelle","independence",FALSE,"total",4585,270120,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 25","gen",FALSE,"Joseph D. Morelle","women's equality",FALSE,"total",2105,270120,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 25","gen",FALSE,"Jim Maxwell","reform",FALSE,"total",1613,270120,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 25","gen",FALSE,NA,NA,TRUE,"total",140,270120,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 26","gen",FALSE,"Brian Higgins","democrat",FALSE,"total",156968,230663,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 26","gen",FALSE,"Renee M. Zeno","republican",FALSE,"total",61488,230663,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 26","gen",FALSE,"Brian Higgins","working families",FALSE,"total",8929,230663,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 26","gen",FALSE,"Brian Higgins","women's equality",FALSE,"total",3269,230663,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 26","gen",FALSE,NA,NA,TRUE,"total",9,230663,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 27","gen",FALSE,"Nathan D. McMurray","democrat",FALSE,"total",128167,285300,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 27","gen",FALSE,"Chris Collins","republican",FALSE,"total",114506,285300,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 27","gen",FALSE,"Chris Collins","conservative",FALSE,"total",23553,285300,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 27","gen",FALSE,"Nathan D. McMurray","working families",FALSE,"total",8090,285300,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 27","gen",FALSE,"Chris Collins","independence",FALSE,"total",2087,285300,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 27","gen",FALSE,"Nathan D. McMurray","women's equality",FALSE,"total",2802,285300,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 27","gen",FALSE,"Larry Piegza","reform",FALSE,"total",5973,285300,FALSE,"20190131"
2018,"New York","NY",36,21,13,"U.S. Representative","District 27","gen",FALSE,NA,NA,TRUE,"total",122,285300,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 1","gen",FALSE,"Henry Scott Wallace","democrat",FALSE,"total",160745,329798,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 1","gen",FALSE,"Brian K Fitzpatrick","republican",FALSE,"total",169053,329798,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 2","gen",FALSE,"Brendan F Boyle","democrat",FALSE,"total",159600,201982,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 2","gen",FALSE,"David Torres","republican",FALSE,"total",42382,201982,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 3","gen",FALSE,"Dwight Evans","democrat",FALSE,"total",287610,307997,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 3","gen",FALSE,"Bryan E Leib","republican",FALSE,"total",20387,307997,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 4","gen",FALSE,"Madeleine Dean Cunnane ","democrat",FALSE,"total",211524,332991,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 4","gen",FALSE,"Daniel David","republican",FALSE,"total",121467,332991,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 5","gen",FALSE,"Mary Gay Scanlon","democrat",FALSE,"total",198639,304714,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 5","gen",FALSE,"Pearl Kim","republican",FALSE,"total",106075,304714,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 6","gen",FALSE,"Christina Jampoler Houlahan","democrat",FALSE,"total",177704,301828,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 6","gen",FALSE,"Gregory Michael  Mccauley Sr.","republican",FALSE,"total",124124,301828,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 7","gen",FALSE,"Susan Ellis Wild","democrat",FALSE,"total",140813,263261,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 7","gen",FALSE,"Martin W Nothstein","republican",FALSE,"total",114437,263261,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 7","gen",FALSE,"Tim Silfies","libertarian",FALSE,"total",8011,263261,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 8","gen",FALSE,"Matthew Alton Cartwright","democrat",FALSE,"total",135603,248166,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 8","gen",FALSE,"John Robert Chrin","republican",FALSE,"total",112563,248166,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 9","gen",FALSE,"Dennis Wolff","democrat",FALSE,"total",100204,248927,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 9","gen",FALSE,"Daniel Meuser","republican",FALSE,"total",148723,248927,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 10","gen",FALSE,"George B Scott","democrat",FALSE,"total",141668,291033,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 10","gen",FALSE,"Scott G Perry","republican",FALSE,"total",149365,291033,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 11","gen",FALSE,"Jessica King","democrat",FALSE,"total",113876,277584,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 11","gen",FALSE,"Lloyd K Smucker","republican",FALSE,"total",163708,277584,FALSE,"20190131"
2018,"Pennsylvania","PA",42,23,14,"U.S. Representative","District 12","gen",FALSE,"Marc Friedenberg","democrat",FALSE,"total",82825,243872,FALSE,"20190131"
